objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Lost in R'lyeh","197707","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","41297163","5.59382","6.04117","1.1429","9907","1715","thing","Lost in R'lyeh","2","6","45","45","45","2016","2,3,4,5","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Lost Kingdoms: Pangea in Pieces","288251","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","105592794","5.53886","6.65765","2","15139","263","thing","Lost Kingdoms: Pangea in Pieces","1","5","60","60","30","2021","1,3,4,5","1,3,5","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Lost Ruins of Arnak","312484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132670716","7.91794","8.08407","2.9347","30","89475","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Loteria","5878","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","130517824","5.46397","5.82129","1.1429","30491","793","thing","Loteria","2","10","10","10","10","1887","2,3,4,5,6,7,8,9,10","","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Lotus","198525","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112585417","6.13771","6.66122","1.4643","2514","5811","thing","Lotus","1","4","30","30","30","2016","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Love Letter","129622","0","0","0","1","0","0","0","0","0","0","0","3","","Really like this quick game!","","","","45816035","7.12171","7.22593","1.1843","372","118788","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Love Letter","129622","0","0","0","0","0","0","0","0","1","0","0","3","","Josh has the Munchkin Love Letter version","","","","51271938","7.12171","7.22593","1.1843","372","118788","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Lucha Jefe","202664","0","0","0","1","0","0","0","0","0","0","0","3","","tubs","","","","80013283","5.49761","5.49855","1.3333","27030","190","thing","Lucha Jefe","2","2","15","15","10","2017","2","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Lucidity: Six-Sided Nightmares","222145","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","125670849","5.7189","6.3118","1.8","6036","3050","thing","Lucidity: Six-Sided Nightmares","1","4","30","30","20","2018","1,2,3,4","1,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro","143884","0","0","0","1","0","0","0","0","0","0","0","3","","I really like this game. I want to get expansions!","","","","34970671","6.47178","6.5908","1.5188","1409","60515","thing","Machi Koro","2","4","30","30","30","2012","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro: Bright Lights, Big City","205494","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115965445","6.07867","6.64225","1.8333","2797","7617","thing","Machi Koro: Bright Lights, Big City","2","5","30","30","30","2016","2,3,4","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mad Gab","764","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084038","5.28899","5.05428","1.2353","31273","4625","thing","Mad Gab","2","12","45","45","45","1996","4,5,6,7,8,10,12","6,8","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mafiozoo","217466","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","80013102","5.68252","6.71716","2.4667","6786","1136","thing","Mafiozoo","2","4","60","60","60","2017","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Magic Labyrinth","41916","0","0","0","1","0","0","0","0","0","0","0","3","","kids","","","","54269077","6.42401","6.80793","1.2108","1534","13376","thing","The Magic Labyrinth","2","4","30","30","20","2009","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Maze","209778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","46699063","6.77288","6.93365","1.7512","805","38764","thing","Magic Maze","1","8","15","15","15","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Mountain","341919","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143576906","5.85197","6.81641","1","4325","1793","thing","Magic Mountain","2","6","15","15","15","2021","1,2,3,4,5","2,3","3–8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Magnificent","283863","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143577267","6.74584","7.46236","3.134","846","7583","thing","The Magnificent","1","4","90","90","60","2019","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mahjong","2093","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","136976240","6.6475","7.06622","2.5794","1021","13263","thing","Mahjong","3","4","120","120","120","1850","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Malarky","5135","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084046","5.51443","5.66809","1.4815","21667","1437","thing","Malarky","3","6","45","45","45","1996","4,5,6","4,6","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Man Bites Dog","4035","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084053","5.25134","4.61635","1.1","31292","2336","thing","Man Bites Dog","2","6","10","10","10","2002","3,4,5,6","4","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Mandala","264241","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137276572","6.9415","7.43007","1.7843","576","11842","thing","Mandala","2","2","20","20","20","2019","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition","205059","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137447349","7.67337","7.91188","2.6904","79","66898","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mansky Caper","236205","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","64998189","5.57502","7.05663","2.125","11113","600","thing","The Mansky Caper","2","6","50","50","30","2018","4,5,6","5,6","6+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"March of the Ants","156496","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143122086","6.13721","7.10029","2.716","2516","3374","thing","March of the Ants","1","5","90","90","60","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mariposas","297978","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137262917","6.34641","6.73175","2.2047","1738","12509","thing","Mariposas","2","5","75","75","45","2020","2,3,4,5","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Marrakech","29223","0","4","0","0","0","0","0","0","1","0","0","3","","Game Play: placement
Our Rating: Fair/good
Thoughts: Good to fair, not unique enough after multiple plays. ","","","","37415557","6.33597","6.70603","1.3258","1771","7920","thing","Marrakech","2","4","30","30","30","2007","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Martian Dice","99875","6","0","0","0","0","0","0","0","1","0","0","3","","Cans
Cute dice game","","","","32084063","5.89898","6.1471","1.0675","3936","6012","thing","Martian Dice","2","99","10","10","10","2011","2,3,4,5","3","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Martini: the Game","39432","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","101382562","0","4.2575","1","0","69","thing","Martini: the Game","2","8","0","0","0","2008","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Marvel Villainous: Mischief & Malice","335528","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130510893","5.86015","7.23814","2.7778","4250","5409","thing","Marvel Villainous: Mischief & Malice","2","3","80","80","40","2021","2,3","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Masques","65673","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","55869045","5.85049","6.45291","2.0115","4342","3447","thing","Masques","2","4","45","45","45","2010","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Masters of Renaissance: Lorenzo il Magnifico – The Card Game","280453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","80320471","6.29541","7.08028","2.1375","1922","3954","thing","Masters of Renaissance: Lorenzo il Magnifico – The Card Game","1","4","45","45","30","2019","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Math Dice Jr.","102750","0","0","0","0","0","0","0","0","1","0","0","3","","kids","","","","80013239","5.49753","5.40665","1","27051","316","thing","Math Dice Jr.","2","0","10","10","10","0","","","5–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mazins","179928","0","1","0","0","0","0","0","0","1","0","0","3","","Rating: Fair
Play: Find the path
Thoughts: Simple.  Maybe for younger kids ","","","","100259227","0","5.46471","1","0","77","thing","The Mazins","1","5","20","20","10","0","2,3,4,5","4,5","4+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Medical Mysteries: NYC Emergency Room","415036","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125670861","6.07283","7.5498","2.1429","2837","3146","thing","Medical Mysteries: NYC Emergency Room","1","4","60","60","30","2024","1,2,3","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Medieval Academy","154386","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","54269107","6.40573","6.93117","1.8168","1588","5846","thing","Medieval Academy","2","5","30","30","30","2014","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Medium","242529","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","101065143","6.16947","6.81399","1.0833","2371","5589","thing","Medium","2","8","45","45","30","2019","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Megaland","251293","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","100969844","6.02864","6.59318","1.84","3070","5701","thing","Megaland","2","5","20","20","20","2018","2,3,4,5","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Memoarrr!","230383","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","63692382","6.20347","6.87081","1.2037","2249","5173","thing","Memoarrr!","2","4","20","20","10","2017","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Memoir '44","10630","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","115965439","7.3262","7.5277","2.2723","225","43899","thing","Memoir '44","2","4","45","45","30","2004","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mickey and Friends: Food Fight!","347748","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","136976064","5.57452","6.68815","1","11158","567","thing","Mickey and Friends: Food Fight!","3","5","20","20","10","2021","3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mille Bornes","590","6","0","0","0","0","0","0","0","1","0","0","3","","Fun game","","","","32084079","5.59888","5.71412","1.25","9616","21010","thing","Mille Bornes","2","6","45","45","45","1954","2,3,4,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mind","244992","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","66894416","6.58665","6.70648","1.0742","1143","71427","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mind MGMT: The Psychic Espionage “Game.”","284653","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","149778915","7.1777","7.77167","2.8931","326","16949","thing","Mind MGMT: The Psychic Espionage “Game.”","1","5","60","60","60","2021","1,2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Mind the Gap","19576","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084092","0","2.99333","0","0","22","thing","Mind the Gap","2","6","15","15","15","2004","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mine Shift","112840","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","32084098","5.50954","5.74414","1.1667","23381","417","thing","Mine Shift","2","4","20","20","20","2011","2,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mini DiverCity","236178","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","56692754","5.54967","6.28338","1.5","13526","440","thing","Mini DiverCity","1","7","20","20","15","2018","1,3,4,5,6,7","6","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Mint Works","200077","0","0","0","1","0","0","0","0","0","0","0","3","","small","","","","54335788","6.50908","6.88241","1.7308","1322","15059","thing","Mint Works","1","4","20","20","10","2017","1,2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Minute to Win It Card Game","134738","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","35039539","0","0","0","0","47","thing","Minute to Win It Card Game","2","0","30","30","30","2010","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mire","440759","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","143122094","0","8.91304","2","0","46","thing","The Mire","2","2","20","20","10","2025","2","2","8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mission: Red Planet (Second/Third Edition)","176920","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","101386706","7.06026","7.3828","2.2197","439","16545","thing","Mission: Red Planet (Second/Third Edition)","2","6","90","90","45","2015","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mixtape","246704","0","0","0","0","0","0","0","0","1","0","0","3","","","","","","64998114","5.49585","5.36949","1","27447","337","thing","Mixtape","3","0","0","0","0","2018","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
